id,company,company_logo,title,domain,city,state,location,type,stipend,duration,duration_months,skills,applications,rating,openings,posted_date,deadline,description,demand_score,growth_trend
15108,SAP India,🔷,GCP Intern,Cloud Computing,Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh",Remote,75000,2 Months,2,Terraform|AWS|Azure|Linux|SQLAlchemy|PostgreSQL,353,3.7,8,2025-01-03,2025-03-03,"Exciting GCP Intern opportunity at SAP India in the Cloud Computing domain. Work with cutting-edge technology in Lucknow and gain hands-on experience with Terraform, AWS, Azure.",53.0,8.9
15109,Salesforce India,☁️,Database Engineer Intern,Database Administration,Hyderabad,Telangana,"Hyderabad, Telangana",On-site,90000,4 Months,4,PostgreSQL|MongoDB|Python|SQL|Pinecone|Linux,1148,3.9,6,2025-05-14,2025-07-14,"Exciting Database Engineer Intern opportunity at Salesforce India in the Database Administration domain. Work with cutting-edge technology in Hyderabad and gain hands-on experience with PostgreSQL, MongoDB, Python.",54.6,8.5
15110,Intel India,🔵,Analytics Engineer Intern,Data Science,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",On-site,15000,5 Months,5,Tableau|R|NumPy|SQL|Prompt Engineering|Power BI,386,2.9,5,2025-12-08,2025-12-08,"Exciting Analytics Engineer Intern opportunity at Intel India in the Data Science domain. Work with cutting-edge technology in Noida and gain hands-on experience with Tableau, R, NumPy.",25.8,20.2
15111,Samsung India,🔹,Data Warehouse Intern,Database Administration,Kochi,Kerala,"Kochi, Kerala",Remote,35000,5 Months,5,Redis|Elasticsearch|SQL|MongoDB|Selenium|PyTorch,281,3.5,14,2025-09-23,2025-11-23,"Exciting Data Warehouse Intern opportunity at Samsung India in the Database Administration domain. Work with cutting-edge technology in Kochi and gain hands-on experience with Redis, Elasticsearch, SQL.",37.0,25.6
15112,Uber India,⚫,Computer Vision Intern,Computer Vision,Guwahati,Assam,"Guwahati, Assam",On-site,45000,2 Months,2,PyTorch|TensorFlow|Python|Deep Learning|Vector Databases|MQTT,1485,3.4,5,2025-06-10,2025-08-10,"Exciting Computer Vision Intern opportunity at Uber India in the Computer Vision domain. Work with cutting-edge technology in Guwahati and gain hands-on experience with PyTorch, TensorFlow, Python.",44.7,12.0
15113,Atlassian India,🔵,MERN Stack Intern,Full Stack Development,Vadodara,Gujarat,"Vadodara, Gujarat",Remote,60000,5 Months,5,Node.js|Docker|React|PostgreSQL|Heroku|C++,713,4.1,2,2025-10-01,2025-12-01,"Exciting MERN Stack Intern opportunity at Atlassian India in the Full Stack Development domain. Work with cutting-edge technology in Vadodara and gain hands-on experience with Node.js, Docker, React.",52.9,22.9
15114,Cisco India,🔵,Backend Developer Intern,Software Development,Kolkata,West Bengal,"Kolkata, West Bengal",Hybrid,10000,4 Months,4,Linux|Python|C++|SQL|API Design|Vector Databases,808,3.8,10,2025-10-12,2025-12-12,"Exciting Backend Developer Intern opportunity at Cisco India in the Software Development domain. Work with cutting-edge technology in Kolkata and gain hands-on experience with Linux, Python, C++.",32.3,7.3
15115,VMware India,🟦,UI/UX Designer Intern,UI/UX Design,Hyderabad,Telangana,"Hyderabad, Telangana",Hybrid,6000,1 Month,1,Figma|Adobe XD|JavaScript|HTML/CSS|Plotly|Next.js,87,4.6,2,2025-02-21,2025-04-21,"Exciting UI/UX Designer Intern opportunity at VMware India in the UI/UX Design domain. Work with cutting-edge technology in Hyderabad and gain hands-on experience with Figma, Adobe XD, JavaScript.",27.6,-7.8
15116,Goldman Sachs,💰,AWS Solutions Intern,Cloud Computing,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",Remote,28000,5 Months,5,GCP|Docker|Terraform|Kubernetes|Hugging Face|Apache,881,5.0,5,2025-10-21,2025-12-21,"Exciting AWS Solutions Intern opportunity at Goldman Sachs in the Cloud Computing domain. Work with cutting-edge technology in Visakhapatnam and gain hands-on experience with GCP, Docker, Terraform.",46.0,20.1
15117,Morgan Stanley,🏦,Backend Developer Intern,Software Development,Chennai,Tamil Nadu,"Chennai, Tamil Nadu",Hybrid,22000,6 Months,6,Java|REST APIs|C++|Python|Apache|Hadoop,1216,3.9,31,2025-04-04,2025-06-04,"Exciting Backend Developer Intern opportunity at Morgan Stanley in the Software Development domain. Work with cutting-edge technology in Chennai and gain hands-on experience with Java, REST APIs, C++.",37.3,6.8
15118,JP Morgan India,💎,Deep Learning Research Intern,Machine Learning,Delhi NCR,Delhi,"Delhi NCR, Delhi",Remote,7000,5 Months,5,NLP|Deep Learning|TensorFlow|Pandas|Google Analytics|Solidity,985,3.5,6,2025-11-21,2025-12-21,"Exciting Deep Learning Research Intern opportunity at JP Morgan India in the Machine Learning domain. Work with cutting-edge technology in Delhi NCR and gain hands-on experience with NLP, Deep Learning, TensorFlow.",34.2,-6.0
15119,Deutsche Bank India,🔵,SOC Analyst Intern,Cybersecurity,Raipur,Chhattisgarh,"Raipur, Chhattisgarh",On-site,80000,5 Months,5,Penetration Testing|Python|Network Engineering|SQL|ROS|TensorFlow,356,4.0,2,2025-08-25,2025-10-25,"Exciting SOC Analyst Intern opportunity at Deutsche Bank India in the Cybersecurity domain. Work with cutting-edge technology in Raipur and gain hands-on experience with Penetration Testing, Python, Network Engineering.",50.2,2.2
15120,Barclays India,🏛️,Mechatronics Intern,Robotics,Gurgaon,Haryana,"Gurgaon, Haryana",Remote,5000,1 Month,1,TensorFlow|Python|Computer Vision|ROS|AWS|Recharts,624,4.0,8,2025-09-18,2025-11-18,"Exciting Mechatronics Intern opportunity at Barclays India in the Robotics domain. Work with cutting-edge technology in Gurgaon and gain hands-on experience with TensorFlow, Python, Computer Vision.",33.0,36.4
15121,HDFC Bank Tech,🔴,MLOps Intern,Machine Learning,Jaipur,Rajasthan,"Jaipur, Rajasthan",On-site,18000,1 Month,1,Scikit-learn|Python|PyTorch|Pandas|Netlify|CI/CD,2882,4.0,5,2025-09-21,2025-11-21,"Exciting MLOps Intern opportunity at HDFC Bank Tech in the Machine Learning domain. Work with cutting-edge technology in Jaipur and gain hands-on experience with Scikit-learn, Python, PyTorch.",45.0,18.6
15122,ICICI Tech,🟠,Angular Developer Intern,Frontend Development,Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh",Remote,28000,1 Month,1,HTML/CSS|Tailwind CSS|TypeScript|Vue.js|Swagger|Git,1042,4.0,3,2025-10-16,2025-12-16,"Exciting Angular Developer Intern opportunity at ICICI Tech in the Frontend Development domain. Work with cutting-edge technology in Lucknow and gain hands-on experience with HTML/CSS, Tailwind CSS, TypeScript.",45.8,30.9
15123,SBI Digital,🔵,Digital Marketing Intern,Digital Marketing,Bangalore,Karnataka,"Bangalore, Karnataka",Remote,30000,3 Months,3,SEO|Social Media|Content Writing|Google Analytics|CI/CD|Seaborn,212,4.5,4,2025-07-26,2025-09-26,"Exciting Digital Marketing Intern opportunity at SBI Digital in the Digital Marketing domain. Work with cutting-edge technology in Bangalore and gain hands-on experience with SEO, Social Media, Content Writing.",39.8,31.4
15124,Bajaj Finserv,🔷,Android Developer Intern,Mobile Development,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",Remote,100000,3 Months,3,Firebase|Kotlin|Flutter|REST APIs|Mocha|React,1138,3.3,2,2025-05-14,2025-07-14,"Exciting Android Developer Intern opportunity at Bajaj Finserv in the Mobile Development domain. Work with cutting-edge technology in Visakhapatnam and gain hands-on experience with Firebase, Kotlin, Flutter.",62.9,3.2
15125,PolicyBazaar,🟢,DevOps Engineer Intern,DevOps,Bangalore,Karnataka,"Bangalore, Karnataka",On-site,15000,4 Months,4,Terraform|Jenkins|Kubernetes|Ansible|Socket.io|Heroku,1526,3.8,5,2025-07-07,2025-09-07,"Exciting DevOps Engineer Intern opportunity at PolicyBazaar in the DevOps domain. Work with cutting-edge technology in Bangalore and gain hands-on experience with Terraform, Jenkins, Kubernetes.",35.8,31.6
15126,Nykaa,🩷,Network Security Intern,Network Engineering,Patna,Bihar,"Patna, Bihar",Remote,22000,4 Months,4,Python|Linux|Cisco|Kubernetes|Redis|Selenium,1118,3.5,2,2025-01-04,2025-03-04,"Exciting Network Security Intern opportunity at Nykaa in the Network Engineering domain. Work with cutting-edge technology in Patna and gain hands-on experience with Python, Linux, Cisco.",42.5,12.4
15127,Dream11,🏏,Business Intelligence Intern,Data Science,Ahmedabad,Gujarat,"Ahmedabad, Gujarat",Remote,30000,1 Month,1,Scikit-learn|R|NumPy|Pandas|Hardhat|SQL,2417,3.5,7,2025-04-09,2025-06-09,"Exciting Business Intelligence Intern opportunity at Dream11 in the Data Science domain. Work with cutting-edge technology in Ahmedabad and gain hands-on experience with Scikit-learn, R, NumPy.",52.9,-7.1
15128,Unacademy,🟢,Network Engineer Intern,Network Engineering,Hyderabad,Telangana,"Hyderabad, Telangana",Remote,6000,5 Months,5,Docker|Linux|Cisco|Python|Machine Learning|Postman,1003,4.4,7,2025-02-17,2025-04-17,"Exciting Network Engineer Intern opportunity at Unacademy in the Network Engineering domain. Work with cutting-edge technology in Hyderabad and gain hands-on experience with Docker, Linux, Cisco.",38.6,2.4
15129,Vedantu,🟠,React Developer Intern,Frontend Development,Guwahati,Assam,"Guwahati, Assam",On-site,5000,1 Month,1,TypeScript|Vue.js|Tailwind CSS|JavaScript|Tableau|OpenAI API,2030,3.5,8,2025-12-07,2025-12-07,"Exciting React Developer Intern opportunity at Vedantu in the Frontend Development domain. Work with cutting-edge technology in Guwahati and gain hands-on experience with TypeScript, Vue.js, Tailwind CSS.",37.6,13.8
15130,upGrad,🔴,Web Developer Intern,Web Development,Jaipur,Rajasthan,"Jaipur, Rajasthan",On-site,10000,2 Months,2,JavaScript|Node.js|TypeScript|HTML/CSS|PyTorch|Linux,1002,4.7,5,2025-12-07,2025-12-07,"Exciting Web Developer Intern opportunity at upGrad in the Web Development domain. Work with cutting-edge technology in Jaipur and gain hands-on experience with JavaScript, Node.js, TypeScript.",32.1,33.7
15131,Scaler,⚡,Penetration Tester Intern,Cybersecurity,Thiruvananthapuram,Kerala,"Thiruvananthapuram, Kerala",On-site,28000,6 Months,6,Python|Penetration Testing|Linux|Docker|Pinecone|Computer Vision,399,4.0,5,2025-11-02,2025-12-02,"Exciting Penetration Tester Intern opportunity at Scaler in the Cybersecurity domain. Work with cutting-edge technology in Thiruvananthapuram and gain hands-on experience with Python, Penetration Testing, Linux.",32.4,32.1
15132,Coding Ninjas,🟠,Flutter Developer Intern,Mobile Development,Guwahati,Assam,"Guwahati, Assam",Remote,7000,2 Months,2,React Native|Kotlin|Firebase|Swift|Vector Databases|Cypress,479,4.4,8,2025-05-27,2025-07-27,"Exciting Flutter Developer Intern opportunity at Coding Ninjas in the Mobile Development domain. Work with cutting-edge technology in Guwahati and gain hands-on experience with React Native, Kotlin, Firebase.",33.9,29.4
15133,GeeksforGeeks,🟢,React Native Intern,Mobile Development,Nagpur,Maharashtra,"Nagpur, Maharashtra",Remote,25000,4 Months,4,Flutter|Swift|Firebase|REST APIs|PostgreSQL|Flask,383,3.9,6,2025-05-28,2025-07-28,"Exciting React Native Intern opportunity at GeeksforGeeks in the Mobile Development domain. Work with cutting-edge technology in Nagpur and gain hands-on experience with Flutter, Swift, Firebase.",36.7,26.8
15134,HackerRank,🟩,Smart Contract Intern,Blockchain,Delhi NCR,Delhi,"Delhi NCR, Delhi",Hybrid,6000,3 Months,3,Web3.js|Python|Hardhat|JavaScript|Postman|GraphQL,656,4.9,1,2025-10-24,2025-12-24,"Exciting Smart Contract Intern opportunity at HackerRank in the Blockchain domain. Work with cutting-edge technology in Delhi NCR and gain hands-on experience with Web3.js, Python, Hardhat.",35.9,-4.5
15135,Postman,🟠,Metaverse Developer Intern,AR/VR Development,Gurgaon,Haryana,"Gurgaon, Haryana",Hybrid,40000,5 Months,5,Unreal Engine|C++|Python|Three.js|Airflow|Postman,568,4.1,8,2025-11-06,2025-12-06,"Exciting Metaverse Developer Intern opportunity at Postman in the AR/VR Development domain. Work with cutting-edge technology in Gurgaon and gain hands-on experience with Unreal Engine, C++, Python.",40.5,12.3
15136,Notion India,⚫,Chatbot Developer Intern,Natural Language Processing,Gurgaon,Haryana,"Gurgaon, Haryana",On-site,6000,1 Month,1,GPT|NLP|TensorFlow|BERT|PostgreSQL|Prisma,412,3.9,5,2025-06-02,2025-08-02,"Exciting Chatbot Developer Intern opportunity at Notion India in the Natural Language Processing domain. Work with cutting-edge technology in Gurgaon and gain hands-on experience with GPT, NLP, TensorFlow.",25.9,28.3
15137,Slack India,💜,Chip Design Intern,Embedded Systems,Bhopal,Madhya Pradesh,"Bhopal, Madhya Pradesh",On-site,70000,2 Months,2,C++|MQTT|Raspberry Pi|Python|Bootstrap|R,495,3.9,7,2025-02-17,2025-04-17,"Exciting Chip Design Intern opportunity at Slack India in the Embedded Systems domain. Work with cutting-edge technology in Bhopal and gain hands-on experience with C++, MQTT, Raspberry Pi.",46.6,26.4
15138,Figma India,🔴,IoT Engineer Intern,IoT,Hyderabad,Telangana,"Hyderabad, Telangana",Hybrid,8000,6 Months,6,Raspberry Pi|Python|MQTT|Arduino|Jest|R,2203,3.3,1,2025-05-25,2025-07-25,"Exciting IoT Engineer Intern opportunity at Figma India in the IoT domain. Work with cutting-edge technology in Hyderabad and gain hands-on experience with Raspberry Pi, Python, MQTT.",39.5,17.4
15139,Canva India,🔵,Data Platform Intern,Big Data Engineering,Ranchi,Jharkhand,"Ranchi, Jharkhand",Hybrid,40000,2 Months,2,SQL|Databricks|Kafka|Airflow|Microservices|FastAPI,449,4.7,13,2025-07-20,2025-09-20,"Exciting Data Platform Intern opportunity at Canva India in the Big Data Engineering domain. Work with cutting-edge technology in Ranchi and gain hands-on experience with SQL, Databricks, Kafka.",42.3,23.6
15140,Stripe India,💙,IoT Engineer Intern,IoT,Mangalore,Karnataka,"Mangalore, Karnataka",On-site,75000,1 Month,1,Arduino|Python|Edge Computing|MQTT|Deep Learning|Jenkins,50,4.3,5,2025-05-20,2025-07-20,"Exciting IoT Engineer Intern opportunity at Stripe India in the IoT domain. Work with cutting-edge technology in Mangalore and gain hands-on experience with Arduino, Python, Edge Computing.",46.4,15.4
15141,Twilio India,🔴,Analytics Intern,Business Analytics,Hyderabad,Telangana,"Hyderabad, Telangana",Remote,28000,3 Months,3,Pandas|Python|Tableau|Excel|Agile|Material UI,55,3.8,12,2025-02-22,2025-04-22,"Exciting Analytics Intern opportunity at Twilio India in the Business Analytics domain. Work with cutting-edge technology in Hyderabad and gain hands-on experience with Pandas, Python, Tableau.",34.1,24.9
15142,Spotify India,🟢,React Developer Intern,Frontend Development,Nagpur,Maharashtra,"Nagpur, Maharashtra",On-site,10000,1 Month,1,HTML/CSS|React|Next.js|Tailwind CSS|Git|Airflow,184,4.2,8,2025-04-23,2025-06-23,"Exciting React Developer Intern opportunity at Spotify India in the Frontend Development domain. Work with cutting-edge technology in Nagpur and gain hands-on experience with HTML/CSS, React, Next.js.",28.1,4.2
15143,Netflix India,🔴,Autonomous Systems Intern,Robotics,Bhopal,Madhya Pradesh,"Bhopal, Madhya Pradesh",Hybrid,60000,1 Month,1,ROS|Linux|Arduino|TensorFlow|SEO|NLP,323,5.0,2,2025-12-10,2025-12-10,"Exciting Autonomous Systems Intern opportunity at Netflix India in the Robotics domain. Work with cutting-edge technology in Bhopal and gain hands-on experience with ROS, Linux, Arduino.",50.2,3.5
15144,Twitter India,🔵,Hardware Engineer Intern,IoT,Nagpur,Maharashtra,"Nagpur, Maharashtra",Hybrid,6000,3 Months,3,AWS|Python|Arduino|C++|OpenCV|PostgreSQL,333,4.6,1,2025-07-08,2025-09-08,"Exciting Hardware Engineer Intern opportunity at Twitter India in the IoT domain. Work with cutting-edge technology in Nagpur and gain hands-on experience with AWS, Python, Arduino.",30.9,30.5
15145,Meta India,🔵,Social Media Intern,Digital Marketing,Dehradun,Uttarakhand,"Dehradun, Uttarakhand",Hybrid,40000,6 Months,6,Content Writing|Google Analytics|Excel|SEO|Puppeteer|Kafka,54,4.0,7,2025-01-10,2025-03-10,"Exciting Social Media Intern opportunity at Meta India in the Digital Marketing domain. Work with cutting-edge technology in Dehradun and gain hands-on experience with Content Writing, Google Analytics, Excel.",34.3,25.8
15146,Apple India,⚫,React Developer Intern,Frontend Development,Vadodara,Gujarat,"Vadodara, Gujarat",On-site,28000,1 Month,1,HTML/CSS|TypeScript|React|Next.js|Three.js|SwiftUI,1312,3.2,1,2025-10-05,2025-12-05,"Exciting React Developer Intern opportunity at Apple India in the Frontend Development domain. Work with cutting-edge technology in Vadodara and gain hands-on experience with HTML/CSS, TypeScript, React.",33.6,32.1
15147,Nvidia India,🟢,Quantum Developer Intern,Quantum Computing,Vadodara,Gujarat,"Vadodara, Gujarat",Remote,70000,6 Months,6,Linear Algebra|NumPy|Machine Learning|Qiskit|JavaScript|Kafka,304,3.9,2,2025-07-18,2025-09-18,"Exciting Quantum Developer Intern opportunity at Nvidia India in the Quantum Computing domain. Work with cutting-edge technology in Vadodara and gain hands-on experience with Linear Algebra, NumPy, Machine Learning.",50.2,23.3
15148,Qualcomm India,🔵,Frontend Intern,Web Development,Delhi NCR,Delhi,"Delhi NCR, Delhi",Remote,75000,1 Month,1,Node.js|HTML/CSS|REST APIs|JavaScript|Raspberry Pi|Ansible,448,4.8,2,2025-08-02,2025-10-02,"Exciting Frontend Intern opportunity at Qualcomm India in the Web Development domain. Work with cutting-edge technology in Delhi NCR and gain hands-on experience with Node.js, HTML/CSS, REST APIs.",56.7,-3.0
15149,Texas Instruments,🔴,Cloud Engineer Intern,Cloud Computing,Kolkata,West Bengal,"Kolkata, West Bengal",Hybrid,3000,2 Months,2,Kubernetes|Terraform|Linux|Docker|Seaborn|TypeScript,91,3.6,15,2025-10-22,2025-12-22,"Exciting Cloud Engineer Intern opportunity at Texas Instruments in the Cloud Computing domain. Work with cutting-edge technology in Kolkata and gain hands-on experience with Kubernetes, Terraform, Linux.",23.0,8.6
15150,Bosch India,🔴,SDN Engineer Intern,Network Engineering,Jaipur,Rajasthan,"Jaipur, Rajasthan",On-site,75000,6 Months,6,Networking|Kubernetes|Cisco|Python|React|Web3.js,1802,4.5,7,2025-10-16,2025-12-16,"Exciting SDN Engineer Intern opportunity at Bosch India in the Network Engineering domain. Work with cutting-edge technology in Jaipur and gain hands-on experience with Networking, Kubernetes, Cisco.",56.5,18.5
